nucleus_id,Mean_normalized_w1405-0001,Mean_normalized_w1405-0002,Mean_normalized_w1405-0003,Mean_normalized_w1405-0004,Median_normalized_w1405-0001,Median_normalized_w1405-0002,Median_normalized_w1405-0003,Median_normalized_w1405-0004,Area_w1405-0001,Area_w1405-0002,Area_w1405-0003,Area_w1405-0004,total_intensity_w1405-0001,total_intensity_w1405-0002,total_intensity_w1405-0003,total_intensity_w1405-0004,Skew_w1405-0001,Skew_w1405-0002,Skew_w1405-0003,Skew_w1405-0004,Kurt_w1405-0001,Kurt_w1405-0002,Kurt_w1405-0003,Kurt_w1405-0004,ratio_RNAPII_to_DNA,cell_cycle,ratio_RNAPII_to_DNA_MvsI,RNAPII_abs_MvsI
MAX_IF43b-1_014_thumb0030-1116,29.544,168.622,0.981,133.162,29.0,191.0,3.0,126.0,6316.0,6316.0,6316.0,6316.0,186599.904,1065016.552,6195.996,841051.192,0.644,-0.185,2.998,3.716,0.031,-0.6,12.528,15.902,5.707487137828324,I,1.5495602601410896,0.9567821325531882
MAX_IF43b-1_014_thumb0029-1086,40.741,114.377,6.332,139.128,39.0,123.0,6.0,130.0,23837.0,23837.0,23837.0,23837.0,971143.217,2726404.549,150935.884,3316394.136,0.561,0.253,2.894,3.289,-0.476,-0.202,10.538,12.465,2.807417589160796,I,0.7622028091753058,0.6489892776448862
MAX_IF43b-1_011_thumb0027-1239,66.864,17.026,8.487,143.445,59.0,27.0,13.0,133.0,6095.0,6095.0,6095.0,6095.0,407536.08,103773.47,51728.265,874297.275,0.534,0.442,0.748,2.328,-0.819,-0.365,0.982,5.477,0.25463627662120125,I,0.06913274537709094,0.09660763476207483
MAX_IF43b-1_011_thumb0029-1298,30.55,70.832,3.369,137.616,30.0,81.0,4.0,129.0,11060.0,11060.0,11060.0,11060.0,337883.0,783401.92,37261.14,1522032.96,0.446,0.098,3.499,3.7,-0.132,-0.895,15.171,17.33,2.318559738134206,I,0.6294798296020204,0.4019095492462871
MAX_IF43b-1_011_thumb0032-1371,31.187,87.984,-3.369,134.023,31.0,95.0,1.0,125.0,6275.0,6275.0,6275.0,6275.0,195698.425,552099.6,-21140.475,840994.325,0.367,0.265,1.342,3.956,-0.582,0.009,5.629,18.493,2.8211754897874113,I,0.7659380249645233,0.4992321236289435
MAX_IF43b-1_013_thumb0020-1082,77.268,15.432,2.67,139.764,78.0,27.0,6.0,133.0,16073.0,16073.0,16073.0,16073.0,1241928.564,248038.536,42914.91,2246426.772,-0.018,0.608,0.871,1.824,-0.541,0.528,2.383,3.76,0.19972045348656625,I,0.05422331586329172,0.08756308114932097
MAX_IF43b-1_013_thumb0026-1317,33.998,133.948,0.151,133.606,33.0,150.0,3.0,129.0,14797.0,14797.0,14797.0,14797.0,503068.406,1982028.556,2234.347,1976967.982,1.178,-0.185,3.502,2.749,2.164,-0.198,17.615,9.507,3.9398788164009653,I,1.0696615684340562,0.7600375579179137
MAX_IF43b-1_013_thumb0025-1265,35.548,133.068,5.073,139.789,35.0,146.0,4.0,132.0,19967.0,19967.0,19967.0,19967.0,709786.916,2656968.756,101292.591,2791166.963,0.792,0.259,2.746,3.171,0.549,0.04,8.978,12.345,3.743332958253629,I,1.016300142691742,0.7550443288217887
MAX_IF43b-1_013_thumb0024-1248,32.975,89.598,0.2,136.438,32.0,99.0,1.0,128.0,15432.0,15432.0,15432.0,15432.0,508870.2,1382676.336,3086.4,2105511.216,0.82,0.131,3.382,3.424,0.62,-0.876,16.397,14.01,2.717149355572403,I,0.7376953395754831,0.5083901597211548
MAX_IF43b-1_013_thumb0023-1172,41.931,123.44,-0.305,139.838,40.0,131.0,2.0,131.0,20486.0,20486.0,20486.0,20486.0,858998.466,2528791.84,-6248.23,2864721.268,0.559,0.383,2.735,3.436,-0.289,-0.248,11.996,16.105,2.9438839999046054,I,0.7992529017687966,0.7004138632110019
MAX_IF43b-1_013_thumb0022-1134,41.128,187.038,10.492,145.37,40.0,198.0,10.0,138.0,19886.0,19886.0,19886.0,19886.0,817871.408,3719437.668,208643.912,2890827.82,0.477,-0.044,3.216,2.669,-0.243,-0.691,13.166,8.364,4.547704726706867,I,1.234683907153243,1.0612767996375516
MAX_IF43b-1_013_thumb0021-1131,63.449,203.644,20.59,149.763,66.0,221.0,20.0,137.0,26059.0,26059.0,26059.0,26059.0,1653417.491,5306758.996,536554.81,3902674.017,-0.401,-0.143,2.429,3.739,-0.224,-0.547,8.561,18.53,3.2095698907784205,I,0.8713855738600902,1.1555013023310212
MAX_IF43b-1_013_thumb0019-1004,57.361,179.945,8.73,146.432,58.0,199.0,11.0,139.0,23985.0,23985.0,23985.0,23985.0,1375803.585,4315980.825,209389.05,3512171.52,0.048,-0.202,2.486,3.257,-0.357,-0.597,9.175,14.999,3.1370617667056013,I,0.8516999039869259,1.0210302382979886
MAX_IF43b-1_001_thumb0001-0183,30.309,293.703,8.822,141.682,28.0,305.0,9.0,131.0,41507.0,41507.0,41507.0,41507.0,1258035.663,12190730.421,366174.754,5880794.774,1.227,-0.037,4.644,4.716,1.879,-0.603,35.284,27.43,9.690290012867464,I,2.6308755412973075,1.6665072332036686
MAX_IF43b-1_013_thumb0018-0930,61.187,189.499,8.125,145.716,60.0,207.0,9.0,134.0,21917.0,21917.0,21917.0,21917.0,1341035.479,4153249.583,178075.625,3193657.572,0.582,-0.115,3.491,4.419,0.341,-0.736,15.444,28.774,3.0970467582983314,I,0.8408359869355578,1.075240818734783
MAX_IF43b-1_013_thumb0017-0888,69.58,202.597,18.263,148.724,68.0,219.0,17.0,137.0,35239.0,35239.0,35239.0,35239.0,2451929.62,7139315.683,643569.857,5240885.036,0.276,-0.226,2.251,4.206,-0.321,-0.588,6.911,24.71,2.911713135958609,I,0.7905186390186068,1.1495604945314268
MAX_IF43b-1_013_thumb0016-0815,58.728,197.087,9.816,139.381,58.0,211.0,9.0,134.0,15308.0,15308.0,15308.0,15308.0,899008.224,3017007.796,150263.328,2133644.348,0.284,-0.076,3.069,2.996,-0.114,-0.127,10.651,12.958,3.3559290287426777,I,0.9111215028987694,1.1182960714409163
MAX_IF43b-1_013_thumb0015-0806,74.247,213.715,10.521,142.066,75.0,219.0,12.0,135.0,12825.0,12825.0,12825.0,12825.0,952217.775,2740894.875,134931.825,1821996.45,-0.23,0.124,3.221,2.923,-0.397,-0.687,15.285,11.954,2.8784327986315947,I,0.781483158618794,1.2126454048617892
MAX_IF43b-1_013_thumb0014-0774,72.65,197.292,9.115,157.171,71.0,212.0,11.0,141.0,18777.0,18777.0,18777.0,18777.0,1364149.05,3704551.884,171152.355,2951199.867,0.128,-0.154,3.811,4.268,0.057,-0.443,21.916,25.161,2.715650378527185,I,0.7372883732163756,1.1194592668553547
MAX_IF43b-1_013_thumb0013-0736,67.638,159.095,15.683,159.975,66.0,162.0,11.0,147.0,10569.0,10569.0,10569.0,10569.0,714866.022,1681475.055,165753.627,1690775.775,0.219,0.311,3.296,3.44,-0.586,-0.707,13.149,16.503,2.352154114550992,I,0.6386005703768266,0.9027247534636611
MAX_IF43b-1_013_thumb0027-1316,35.51,102.19,-2.162,135.998,34.0,113.0,0.0,132.0,4934.0,4934.0,4934.0,4934.0,175206.34,504205.46,-10667.308,671014.132,0.575,-0.087,3.874,2.56,-0.514,-0.67,18.315,8.246,2.8777809067868207,I,0.7813061725525658,0.5798387287875265
MAX_IF43b-1_001_thumb0002-0419,36.182,270.211,16.433,144.097,36.0,279.0,15.0,135.0,32140.0,32140.0,32140.0,32140.0,1162889.48,8684581.54,528156.62,4631277.58,0.665,0.044,4.763,4.346,1.471,-0.751,40.4,24.579,7.468105687911116,I,2.027561256480362,1.5332107128330204
MAX_IF43b-1_011_thumb0034-1397,28.274,97.77,-0.272,141.27,27.0,108.0,2.0,131.0,4263.0,4263.0,4263.0,4263.0,120532.062,416793.51,-1159.536,602234.01,0.742,0.184,1.846,2.884,-0.112,-0.802,3.464,10.641,3.4579472306712877,I,0.9388190425869224,0.5547591008274436
MAX_IF43b-1_001_thumb0014-1289,27.794,139.878,11.511,139.384,27.0,149.0,11.0,130.0,21562.0,21562.0,21562.0,21562.0,599294.228,3016049.436,248200.182,3005397.808,0.714,-0.029,1.707,4.274,0.36,-0.861,4.293,23.367,5.032668921349931,I,1.3663497743664201,0.7936851130770294
MAX_IF43b-1_010_thumb0001-0117,134.638,90.79,19.799,163.898,139.0,98.0,23.0,146.0,14774.0,14774.0,14774.0,14774.0,1989141.812,1341331.46,292510.426,2421429.052,-0.155,0.316,0.134,1.567,-0.628,-0.098,-0.552,1.936,0.6743267131121972,I,0.18307704454815577,0.5151537154968151
MAX_IF43b-1_001_thumb0019-1373,17.72,147.496,3.972,127.109,17.0,159.0,5.0,124.0,6443.0,6443.0,6443.0,6443.0,114169.96,950316.728,25591.596,818963.287,0.613,-0.429,1.835,2.779,0.026,-0.298,5.782,8.323,8.32370203160271,I,2.259852291201988,0.8369105895023488
MAX_IF43b-1_001_thumb0018-1357,20.623,138.797,4.219,127.282,20.0,146.0,5.0,123.0,6380.0,6380.0,6380.0,6380.0,131574.74,885524.86,26917.22,812059.16,0.428,-0.236,1.64,3.175,-0.762,-0.411,2.717,11.586,6.730204141007612,I,1.8272238951572184,0.7875513850623576
MAX_IF43b-1_001_thumb0017-1339,19.362,125.997,4.401,125.996,19.0,127.0,5.0,124.0,6502.0,6502.0,6502.0,6502.0,125891.724,819232.494,28615.302,819225.992,0.48,-0.02,1.926,3.431,-0.21,-0.908,4.79,14.886,6.50743724821816,I,1.766743561867674,0.7149225982096289
MAX_IF43b-1_001_thumb0016-1267,29.258,181.867,10.976,146.474,29.0,187.0,11.0,134.0,10464.0,10464.0,10464.0,10464.0,306155.712,1903056.288,114852.864,1532703.936,0.208,0.026,2.468,3.821,-0.219,-0.782,7.937,19.283,6.215975117916467,I,1.6876127423765215,1.0319359045738437
MAX_IF43b-1_001_thumb0015-1289,23.62,165.306,8.932,139.386,23.0,164.0,8.0,129.0,24441.0,24441.0,24441.0,24441.0,577296.42,4040243.946,218307.012,3406733.226,0.669,0.116,2.881,3.833,0.057,-0.759,10.713,17.569,6.9985605419136325,I,1.9000816001956362,0.9379667374591533
MAX_IF43b-1_001_thumb0013-1182,33.972,172.052,15.308,137.457,33.0,181.0,13.0,130.0,12288.0,12288.0,12288.0,12288.0,417447.936,2114174.976,188104.704,1689071.616,0.95,-0.027,1.992,4.602,1.587,-0.571,5.333,27.402,5.064523725420934,I,1.3749982281063946,0.9762443777801303
MAX_IF43b-1_001_thumb0005-0711,34.315,213.066,9.73,134.515,33.0,216.0,9.0,126.0,21031.0,21031.0,21031.0,21031.0,721678.765,4480991.046,204631.63,2828984.965,0.43,0.189,3.522,4.953,-0.341,-0.8,16.065,31.985,6.209121375491768,I,1.6857519783243053,1.2089628984033969
MAX_IF43b-1_001_thumb0012-1166,36.6,149.276,11.088,139.903,30.0,149.0,12.0,130.0,27387.0,27387.0,27387.0,27387.0,1002364.2,4088221.812,303667.056,3831523.461,1.796,0.287,2.18,4.361,2.865,-0.85,11.014,24.521,4.078579234972678,I,1.1073181853468084,0.8470105301740564
MAX_IF43b-1_001_thumb0010-1093,30.99,221.538,4.14,140.144,29.0,220.0,6.0,130.0,29763.0,29763.0,29763.0,29763.0,922355.37,6593635.494,123218.82,4171105.872,0.947,0.234,1.797,5.575,1.032,-0.459,10.615,41.228,7.148693126815102,I,1.940842005203591,1.2570340767015467
MAX_IF43b-1_014_thumb0002-0073,74.043,260.879,10.589,151.289,73.0,280.0,12.0,133.0,17554.0,17554.0,17554.0,17554.0,1299750.822,4579469.966,185879.306,2655727.106,0.33,0.116,1.892,4.315,0.145,-0.937,6.812,24.853,3.5233445430358037,I,0.9565741551106881,1.480259787918203
MAX_IF43b-1_001_thumb0008-1029,33.852,166.513,11.35,135.927,33.0,169.0,10.0,128.0,30245.0,30245.0,30245.0,30245.0,1023853.74,5036185.685,343280.75,4111112.115,0.563,0.143,3.527,4.537,0.8,-0.587,14.813,25.364,4.918852652723621,I,1.3354491060754743,0.9448154050944065
MAX_IF43b-1_001_thumb0007-0840,34.823,168.719,9.79,133.291,34.0,164.0,8.0,126.0,15853.0,15853.0,15853.0,15853.0,552049.019,2674702.307,155200.87,2113062.223,0.808,0.445,3.275,4.447,0.804,-0.427,11.953,24.186,4.8450449415616115,I,1.3154106034303086,0.9573325225785565
MAX_IF43b-1_001_thumb0006-0823,35.615,218.492,6.349,139.66,35.0,223.0,7.0,131.0,34899.0,34899.0,34899.0,34899.0,1242927.885,7625152.308,221573.751,4873994.34,0.578,0.124,3.881,3.336,0.417,-0.444,23.207,13.274,6.134830829706583,I,1.6655823879821856,1.2397506950801864
MAX_IF43b-1_013_thumb0012-0711,89.566,192.454,5.99,147.93,92.0,206.0,9.0,135.0,5442.0,5442.0,5442.0,5442.0,487418.172,1047334.668,32597.58,805035.06,-0.348,-0.01,3.469,3.808,0.596,-0.59,17.098,16.299,2.148739477033696,I,0.5833742981109307,1.0920078550746124
MAX_IF43b-1_013_thumb0011-0701,74.596,185.335,8.767,158.459,71.0,198.0,9.0,141.0,20303.0,20303.0,20303.0,20303.0,1514522.588,3762856.505,177996.401,3217193.077,0.671,0.085,3.781,3.212,0.444,-0.789,17.013,11.787,2.484516596064132,I,0.6745364623610638,1.0516137665117549
MAX_IF43b-1_013_thumb0010-0660,82.687,195.617,5.746,160.129,82.0,202.0,8.0,137.0,12053.0,12053.0,12053.0,12053.0,996626.411,2357771.701,69256.538,1930034.837,0.138,0.173,2.535,4.0,-0.268,-0.856,10.687,20.532,2.365752778550437,I,0.6422925540494467,1.1099551092007982
MAX_IF43b-1_007_thumb0013-1041,30.009,169.698,2.778,131.875,29.0,193.0,4.0,124.0,20301.0,20301.0,20301.0,20301.0,609212.709,3445039.098,56396.178,2677194.375,0.696,-0.109,4.738,4.525,-0.034,-0.372,32.101,28.29,5.654903528941317,I,1.5352840176023967,0.9628874899479957
MAX_IF43b-1_002_thumb0003-0264,46.42,267.129,7.715,148.942,43.0,279.0,11.0,132.0,26394.0,26394.0,26394.0,26394.0,1225209.48,7050602.826,203629.71,3931175.148,1.32,0.137,6.009,4.398,2.697,-0.33,68.834,26.232,5.754610081861267,I,1.562353953696759,1.5157230627486367
MAX_IF43b-1_002_thumb0002-0156,59.445,266.817,11.04,149.462,57.0,289.0,13.0,132.0,15255.0,15255.0,15255.0,15255.0,906833.475,4070293.335,168415.2,2280042.81,0.578,-0.166,8.159,5.522,0.582,-0.926,81.404,41.016,4.488468332071663,I,1.218601459507873,1.5139527360691014
MAX_IF43b-1_002_thumb0001-0103,59.433,297.616,5.971,151.18,56.0,326.0,10.0,132.0,11361.0,11361.0,11361.0,11361.0,675218.313,3381215.376,67836.531,1717555.98,1.066,-0.201,2.713,4.98,1.493,-0.844,19.017,32.423,5.007588376827688,I,1.3595405053911502,1.6887100803095068
MAX_IF43b-1_007_thumb0017-1285,34.281,208.377,4.997,145.887,33.0,223.0,6.0,134.0,18682.0,18682.0,18682.0,18682.0,640437.642,3892899.114,93353.954,2725460.934,0.964,0.22,3.349,3.376,1.184,-0.382,14.541,13.706,6.078498293515358,I,1.6502883264579233,1.1823569310946123
MAX_IF43b-1_007_thumb0016-1218,25.442,157.499,4.3,127.887,26.0,188.0,5.0,124.0,4993.0,4993.0,4993.0,4993.0,127031.906,786392.507,21469.9,638539.791,-0.257,-0.813,3.39,4.947,-0.015,0.153,14.727,27.883,6.190511752220737,I,1.6806995389616546,0.8936688516029615
MAX_IF43b-1_007_thumb0014-1094,37.467,221.904,6.863,148.044,36.0,247.0,9.0,137.0,27128.0,27128.0,27128.0,27128.0,1016404.776,6019811.712,186179.464,4016137.632,0.933,-0.1,1.318,3.975,1.092,-0.758,6.358,19.61,5.922651933701657,I,1.6079766540838623,1.2591108060756169
MAX_IF43b-1_007_thumb0011-0753,61.096,250.943,11.832,151.899,58.0,265.0,14.0,134.0,11951.0,11951.0,11951.0,11951.0,730158.296,2999019.793,141404.232,1815344.949,1.054,0.109,2.083,5.156,1.476,-1.037,7.674,34.59,4.107355637030248,I,1.1151308650745844,1.4238816921237722
MAX_IF43b-1_013_thumb0009-0615,86.608,205.81,11.993,166.473,87.0,206.0,12.0,150.0,8303.0,8303.0,8303.0,8303.0,719106.224,1708840.43,99577.879,1382225.319,0.022,0.367,2.253,2.704,-0.678,-0.876,6.524,9.561,2.376339368187696,I,0.6451667714057314,1.1677914548562565
MAX_IF43b-1_007_thumb0009-0640,56.927,217.305,19.581,147.346,57.0,238.0,18.0,134.0,9864.0,9864.0,9864.0,9864.0,561527.928,2143496.52,193146.984,1453420.944,0.414,0.122,1.541,3.88,0.24,-0.6,2.216,18.23,3.817257189031567,I,1.0363702799533352,1.2330155099243905
MAX_IF43b-1_007_thumb0005-0459,94.116,53.019,31.163,151.026,91.0,68.0,30.0,142.0,7050.0,7050.0,7050.0,7050.0,663517.8,373783.95,219699.15,1064733.3,0.299,0.557,1.313,2.333,-0.791,0.155,1.85,7.372,0.5633367333928344,I,0.15294370255477724,0.30083637891756404
MAX_IF43b-1_007_thumb0004-0445,80.479,119.575,20.692,161.137,83.0,140.0,20.0,145.0,11972.0,11972.0,11972.0,11972.0,963494.588,1431551.9,247724.624,1929132.164,-0.405,0.09,3.005,4.178,-0.164,-0.629,11.081,25.728,1.4857913244448864,I,0.40338648789285175,0.6784833740558615
MAX_IF43b-1_007_thumb0003-0243,117.697,145.672,18.913,178.2,122.0,159.0,21.0,149.0,14250.0,14250.0,14250.0,14250.0,1677182.25,2075826.0,269510.25,2539350.0,0.08,0.397,2.378,1.731,-0.471,-0.168,12.338,2.93,1.237686602037435,I,0.33602703373870607,0.8265609873758348
MAX_IF43b-1_007_thumb0002-0209,55.191,304.195,6.848,146.511,54.0,326.0,9.0,133.0,33702.0,33702.0,33702.0,33702.0,1860047.082,10251979.89,230791.296,4937713.722,0.487,-0.073,0.569,4.611,0.339,-0.362,0.077,27.504,5.511677628598865,I,1.496398750227438,1.7260401419270146
MAX_IF43b-1_007_thumb0001-0148,51.888,295.323,9.828,159.831,51.0,323.0,12.0,142.0,27634.0,27634.0,27634.0,27634.0,1433872.992,8160955.782,271586.952,4416769.854,0.6,-0.079,1.136,4.718,0.3,-0.775,7.838,27.527,5.69154717853839,I,1.5452326240260223,1.6756993140397172
MAX_IF43b-1_002_thumb0004-0280,57.921,311.735,9.609,151.988,56.0,327.0,10.0,135.0,29726.0,29726.0,29726.0,29726.0,1721759.646,9266634.61,285637.134,4517995.288,0.54,-0.016,5.009,4.67,0.215,-0.732,39.665,27.862,5.382072132732516,I,1.4612113689788153,1.7688230366824502
MAX_IF43b-1_002_thumb0005-0508,43.037,234.913,11.229,146.229,42.0,235.0,11.0,133.0,17154.0,17154.0,17154.0,17154.0,738256.698,4029697.602,192622.266,2508412.266,0.642,0.217,6.345,4.595,0.388,-0.869,51.785,29.211,5.45839626368009,I,1.4819330696765354,1.3329254848386753
MAX_IF43b-1_002_thumb0007-0498,74.071,144.901,24.628,148.41,79.0,152.0,22.0,145.0,4038.0,4038.0,4038.0,4038.0,299098.698,585110.238,99447.864,599279.58,-0.071,0.692,2.396,1.752,-0.793,0.629,7.41,4.675,1.9562446841543926,I,0.5311127206203935,0.8221862377927526
MAX_IF43b-1_002_thumb0008-0558,50.148,161.867,6.854,140.039,46.0,172.0,11.0,130.0,18692.0,18692.0,18692.0,18692.0,937366.416,3025617.964,128114.968,2617608.988,0.962,0.19,1.507,4.587,0.466,-0.315,5.046,32.209,3.2277857541676633,I,0.8763311089669585,0.9184534251164551
MAX_IF43b-1_002_thumb0010-0615,43.847,294.189,5.045,143.705,42.0,317.0,8.0,129.0,27674.0,27674.0,27674.0,27674.0,1213421.878,8141386.386,139615.33,3976892.17,0.95,-0.105,7.022,4.644,0.923,-0.562,72.692,26.843,6.70944420370835,I,1.8215876540120133,1.6692648574544833
MAX_IF43b-1_002_thumb0011-0749,49.917,211.895,5.954,143.198,46.0,233.0,6.0,129.0,27198.0,27198.0,27198.0,27198.0,1357642.566,5763120.21,161936.892,3894699.204,0.677,-0.156,3.824,4.208,-0.187,-0.708,18.656,21.845,4.244946611374882,I,1.152486272252893,1.2023184992311668
MAX_IF43b-1_002_thumb0014-0887,40.157,271.961,4.185,141.643,38.0,295.0,7.0,128.0,27959.0,27959.0,27959.0,27959.0,1122749.563,7603757.599,117008.415,3960196.637,0.923,-0.178,7.691,5.474,0.874,-0.675,94.357,40.661,6.7724431605946664,I,1.8386916224772882,1.5431404297855418
MAX_IF43b-1_002_thumb0015-0902,36.836,204.802,0.229,138.88,36.0,217.0,4.0,127.0,23967.0,23967.0,23967.0,23967.0,882848.412,4908489.534,5488.443,3328536.96,0.697,0.101,2.861,4.082,0.264,-0.353,17.657,20.813,5.5598327722879795,I,1.5094726819210322,1.162071937891604
MAX_IF43b-1_002_thumb0016-1061,34.489,255.63,9.111,147.205,33.0,278.0,10.0,135.0,29340.0,29340.0,29340.0,29340.0,1011907.26,7500184.2,267316.74,4318994.7,0.887,-0.183,4.516,3.654,1.235,-0.948,31.105,15.453,7.411928440952188,I,2.0123093553705487,1.450476311184611
MAX_IF43b-1_002_thumb0017-1072,36.678,182.718,1.257,138.181,36.0,201.0,5.0,127.0,9037.0,9037.0,9037.0,9037.0,331459.086,1651222.566,11359.509,1248741.697,0.578,-0.25,4.802,4.611,-0.027,-0.851,46.95,25.315,4.981678390315721,I,1.3525060461851655,1.0367645840747555
MAX_IF43b-1_002_thumb0019-1167,32.849,189.354,1.292,145.065,31.0,195.0,5.0,130.0,16507.0,16507.0,16507.0,16507.0,542238.443,3125666.478,21327.044,2394587.955,1.077,0.106,7.929,3.975,1.19,-0.798,107.129,19.244,5.764376388931171,I,1.5650054675693978,1.0744180707587172
MAX_IF43b-1_002_thumb0020-1239,51.186,51.173,7.069,133.001,52.0,62.0,8.0,129.0,8026.0,8026.0,8026.0,8026.0,410818.836,410714.498,56735.794,1067466.026,0.058,0.087,3.805,1.545,-0.766,-0.46,19.132,2.61,0.9997460243035206,I,0.2714271047983886,0.29036194606364707
MAX_IF43b-1_013_thumb0001-0159,76.623,268.913,2.632,155.02,77.0,279.0,6.0,139.0,23154.0,23154.0,23154.0,23154.0,1774128.942,6226411.602,60941.328,3589333.08,0.021,0.169,1.717,4.519,-0.167,-0.647,11.212,25.528,3.5095597927515234,I,0.9528316497452504,1.5258456999162358
MAX_IF43b-1_013_thumb0002-0386,60.351,213.203,5.543,147.578,59.0,217.0,8.0,136.0,23186.0,23186.0,23186.0,23186.0,1399298.286,4943324.758,128519.998,3421743.508,0.477,0.365,4.467,4.879,-0.012,-0.56,27.18,37.937,3.5327169392387865,I,0.9591187237356759,1.20974025338768
MAX_IF43b-1_013_thumb0003-0364,106.577,16.838,9.779,155.617,96.0,27.0,13.0,140.0,8086.0,8086.0,8086.0,8086.0,861781.622,136152.068,79072.994,1258319.062,0.654,0.566,0.455,2.572,-0.419,-0.029,-0.008,6.862,0.1579890595531869,I,0.04289340690723536,0.09554089945517538
MAX_IF43b-1_013_thumb0005-0429,106.164,15.125,8.356,153.136,100.0,26.0,12.0,139.0,8873.0,8873.0,8873.0,8873.0,941993.172,134204.125,74142.788,1358775.728,0.451,0.537,0.427,2.85,-0.644,0.107,0.134,9.694,0.14246825665950794,I,0.038679570101520046,0.08582112508965005
MAX_IF43b-1_013_thumb0008-0563,122.885,87.441,7.503,155.174,129.0,99.0,11.0,143.0,18308.0,18308.0,18308.0,18308.0,2249778.58,1600869.828,137364.924,2840925.592,-0.354,0.197,4.507,1.87,-0.643,-0.01,44.665,3.787,0.7115677259226105,I,0.19318783272951628,0.4961510743116754
MAX_IF43b-1_006_thumb0017-1344,23.489,233.443,7.969,143.838,22.0,232.0,10.0,135.0,19228.0,19228.0,19228.0,19228.0,451646.492,4488642.004,153227.932,2765717.064,0.945,0.005,3.668,4.055,1.012,-0.755,19.545,24.596,9.93839669632594,I,2.698235527869076,1.3245845225985573
